center,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
IND764059AAA,0.56557065,0.49129367,-0.019201206,-1.2204016,0.6377675,0.23325272,0.2869367,-0.53234285,-0.28202716,-1.7758654,0.2064149,1.2006955,0.025129234,0.7283144,0.852079,-0.42758405,0.27952483,1.0165917,-0.7109094,0.68630767,-0.1480521,0.37690568,-0.6469231,0.57126886,0.9828177,-0.6502818,1.0066261,-0.08682333,-1.1768184,-0.62596685,0.37069333,1.2052734
IND224001AAA,0.37166074,-0.9482791,0.116493806,-0.75543565,-0.005075533,0.17370677,-0.82141477,-0.34998935,0.5727237,-0.049078744,0.40628958,1.7089027,-0.14185965,0.34632957,0.08002923,-1.9352332,-0.37090424,1.7292519,0.37228167,1.6332983,0.886305,2.2028224,-0.49779737,-0.24455833,0.7456967,-0.70413435,-0.14390133,-0.9241556,-1.5212822,-0.8411223,-0.44013828,0.88512456
IND231216AAA,0.48949513,-0.22284894,0.6213701,-2.2158391,0.15558818,-1.1780132,-1.062398,-1.0481893,-0.091395244,0.13847215,0.12755115,0.421424,-0.6851342,0.9037245,0.3308084,-0.31792378,0.9084137,0.7439001,1.9017391,0.66605043,0.06419956,0.9842662,-0.23181227,-0.71678156,-1.1055334,-0.8684153,1.1070242,0.1130362,-0.9075017,-1.3069706,0.7884333,0.60910606
IND360510AAB,1.1974072,-0.44201648,0.9609617,-0.9408272,-0.33629143,-0.7978401,0.9005289,-0.28446308,0.4034573,1.0654169,-0.522392,0.80214417,0.9588413,1.138181,1.1800548,0.5823626,0.29710343,-0.051002685,1.4849111,1.4094481,0.50339365,0.26261088,-0.50958353,-0.23815502,0.0070952955,-1.0524617,-1.6454815,-0.5073009,-1.7083082,0.03747896,-0.66686946,0.77312446
IND382721AAA,-0.21021059,0.44496506,0.87258756,-0.068964265,-0.053578906,0.37024632,-0.98923224,0.2194546,-0.42960787,-0.38945162,-0.40580162,0.74405634,-0.37954265,0.12524778,0.72157013,-0.0055942074,-0.51655376,-0.1330398,-0.03170849,1.3526871,0.19742912,0.13999636,-0.90305406,-0.9319145,-0.036980707,-0.30479407,-1.0877035,0.39700845,-1.7043217,0.23679136,0.31475362,-0.022013666
IND508377AAB,0.54836076,0.63847435,0.5403328,0.19468826,0.4004893,-0.28800985,-0.14484264,-1.10069,-0.5704813,-0.47707456,0.5163406,0.8071245,-0.55995566,0.08151361,1.1859598,0.48226166,0.65532154,-0.11881896,-0.4478461,0.78408283,0.64676464,-0.27367833,-0.3217062,0.72121304,0.36192238,-0.5315704,0.68250316,-0.5717834,-0.5508966,-0.7590035,-0.03925393,-0.08549894
IND516269AAA,1.6597711,0.41722813,1.0648433,-1.0572771,0.10558386,0.114002325,0.20282745,-0.28678337,-0.7502542,0.6021126,1.1119543,0.33990586,-0.6432555,-0.44442508,-0.31888402,0.76276916,0.7331429,0.12680414,-0.48167518,1.3879676,-0.00053695135,0.031412944,-0.7061691,0.9617816,0.44321546,-1.2737873,0.055802856,-0.5092408,-1.1473007,-1.0698224,0.31509098,-0.49670246
IND431517AAB,0.67338866,-0.15168396,0.6905156,-1.1199832,-0.03397385,-0.36567253,-0.64056534,-1.0681411,-0.2256532,-0.27247572,-0.004637438,-0.18081276,-0.12868558,0.38719684,0.73998713,-0.055809043,0.37716854,-0.5483101,-0.50856847,0.6508819,1.0474267,-0.3960143,-0.676065,-1.1180992,1.3559885,-0.577762,-0.09380831,0.31676915,-0.99727154,-0.21481909,0.2532162,0.04292397
IND695012AAA,1.712221,1.0368389,0.45518228,-1.033732,0.18276845,-1.7415329,0.35359874,0.76824516,-1.0311503,-1.0030758,0.06460939,1.2495637,1.0485891,0.03555436,0.48825386,0.34121862,-0.30057475,-0.05697354,1.2087507,1.3481219,-0.00096904853,0.40838557,0.36800098,-0.6788602,0.15553358,-0.47303656,0.23945054,-0.17912087,-0.21450189,0.6261623,-0.03324938,1.5082508
IND445001AAB,1.2279232,0.016831877,1.024494,-0.9498744,0.27045855,-0.49390376,-0.23356274,-0.20390679,-0.7325836,-0.37913832,0.25237262,1.1661824,0.081249505,0.76282156,0.6195077,0.02071659,-0.0038695505,0.4405157,0.32335097,1.1545489,0.30839851,0.9132625,-0.5887468,-0.3099556,-0.16767974,-0.57626766,-0.016359515,-0.5523931,-0.8925055,-0.3213289,0.2540509,0.3238728
IND560043AAC,0.7213207,0.68048,0.5012415,-0.9695171,0.09274997,-0.542696,0.3609972,-0.55838835,-0.7795644,-0.8292448,0.46927294,-0.1763639,0.0787935,-0.13016497,0.5179098,-0.099223934,1.204183,0.4170844,0.03492017,0.53911173,-0.29266486,-0.3133274,-1.0660875,-0.78286,0.23211996,-0.53091955,-0.21123384,-1.0439988,-0.044442963,-0.114621,0.6668511,0.3547076
IND343029AAB,-0.2850449,-0.7924487,2.0727832,-1.3889883,-0.29769987,-0.6579609,-0.6795174,0.038817108,-0.5337604,-1.5629665,-0.30867586,1.239395,0.1783524,-0.30768105,0.082628995,-0.8507818,-0.6954697,0.73749316,-0.48331857,1.8360572,-0.34938532,0.80240655,0.3977423,-1.1711878,0.20491073,0.5188809,-0.13908622,-1.5985334,-0.9251873,-0.27699703,-0.11658612,0.48837137
IND462042AAA,0.03103576,-0.3450601,0.8473677,-0.23555984,0.89992607,-0.40984622,0.2190229,0.35774317,-0.74588263,-0.41802406,0.39534456,-0.37452915,-0.047709346,0.020145541,1.3207839,0.6444463,0.31257305,0.34816378,-0.759327,1.3554689,0.12058704,-0.21998954,-0.068258725,-0.50445944,-0.26468825,-0.39926463,-0.1656642,-0.022441411,-0.748856,-0.2811971,1.1390245,-0.19875476
IND124141AAA,-0.119360544,-0.25144547,1.6026771,-0.05866829,0.5332325,-0.57837796,0.18773423,-0.45954078,0.09091125,-0.87877876,0.35791445,0.1838523,0.1138242,0.3094596,-0.0040028556,0.22617477,-0.45045954,0.40951693,-0.22449385,0.65624094,0.2449722,-0.25709787,-1.0134033,-0.35948184,0.17849752,-0.48872176,0.29388365,0.2499346,-0.7085625,0.40120652,0.13240485,-0.2779176
IND000000AAL,0.41606465,0.08455349,0.68195593,-0.46096167,-0.22037043,-0.6440581,-0.34217662,-0.71142316,-0.444722,-0.29846212,0.16832204,0.27754456,-0.45398363,0.5739125,0.25003186,0.20143984,0.42349207,0.09190076,-0.11168299,0.5067114,0.77411705,-0.7524612,-0.42793557,-0.8563445,1.3093358,-0.24977863,0.028939262,0.17349137,-1.0188156,0.08714289,0.15647349,-0.17857204
IND416012AAA,0.8267158,0.33331877,1.1265413,-0.8732397,0.009547647,0.11591546,-0.94250876,-0.2576349,-0.9413245,-0.21959805,-0.04692672,0.055421967,-0.35865876,0.6113946,0.05229124,0.19845992,1.0229996,0.14150758,0.3257176,1.0887083,0.14813651,-1.0618954,-0.50329465,-1.0143772,0.5311358,-0.72930557,-0.17360924,0.07938406,-0.4692299,-0.060213726,-0.10910494,-0.042482823
IND148028AAA,0.7257024,-1.1250441,0.7886629,-1.1271963,0.9499406,0.09082543,0.8046438,0.15214951,-0.43205032,0.105891295,0.5636106,0.83162355,-0.0139590055,0.76695055,-1.296044,0.37986434,0.24535081,0.26037657,1.3711883,0.7108937,0.82142293,0.7120659,-1.3559135,-0.61599356,0.17432241,-0.49586576,-0.38691267,-1.0556444,-0.27413687,0.015861252,0.20424092,0.8089879
IND401104AAA,0.5602505,-0.025894668,0.8414214,-0.32776773,0.45098764,0.08390488,-0.22331128,0.03741772,-0.45645508,0.12973446,0.27290353,1.1181091,0.09971673,-0.42619616,0.723367,0.3463558,0.1553546,-0.02145158,0.012060996,0.68512,1.7165127,0.008432192,-0.5765622,-1.3189858,0.6727804,0.09422174,-1.0450765,0.12817407,-0.63881,-0.59755003,1.1206003,-0.02052767
IND533201AAA,0.79015654,0.0031094386,1.0332038,-0.90606177,0.91774696,0.26522598,0.19914818,-0.80403197,-0.457501,-1.0384309,-0.3173897,0.85878456,0.27415648,-0.082147494,1.1124747,-0.6642596,-0.6976361,0.59157,-0.08525838,0.42383444,0.12582645,0.22933705,-0.13847256,0.8694625,1.5570805,-1.1076293,0.33784375,-0.669306,-1.094492,-0.9974884,0.8888041,0.14421189
IND688524AAA,1.7011783,0.61662817,0.026155222,-1.2890211,0.5959207,-1.0004057,0.490091,0.45535108,-1.0202854,-0.9354631,-0.03881695,0.01605557,0.42448616,-0.33345756,-0.41262284,0.8793821,0.2954838,0.5443884,0.2767726,0.9582687,-0.0728977,-0.112991825,-0.4174959,-0.33097675,-0.03127242,-0.5132133,-0.4067039,-0.39846462,-0.43942082,0.14538778,0.66693497,0.65264213
IND847226AAA,0.638893,-0.49160382,1.3744531,-0.63173205,0.21568395,-1.5854452,-0.85066396,0.039578825,1.166521,-0.3069108,0.7443815,0.556256,0.2512814,-0.25057295,-0.09566278,-0.1165755,-0.11265523,0.39913177,0.38198963,1.4795496,0.7691471,0.29108828,-0.84706056,-0.5803838,-0.54773486,0.20392178,0.85847265,-0.55485207,-1.561062,0.6374501,-0.39647377,0.32627568
IND140501AAA,0.91882414,-0.54158753,1.0121754,-0.41234052,0.64503306,-0.49002382,0.44758707,-0.35967717,-1.2326461,-0.03893982,0.8781128,0.24946375,-0.5684314,0.65,-1.0423281,-0.08971664,0.0133171,0.3427076,0.44650257,0.76617134,0.7647953,0.6048855,-1.1618974,-0.48669437,0.4659356,-0.35644844,-0.7850789,-0.78728473,0.24173526,0.01718573,-0.01148634,-0.2816386
IND786602AAA,0.6813286,-0.16168854,0.58070976,-0.67489547,-0.04196933,-0.7367139,0.106353216,0.03182466,-0.19087595,0.36502817,-0.042784736,1.8978645,0.09596054,1.3467463,0.5269376,-0.70968413,1.6445309,-0.34909686,0.46605808,1.0059271,0.38251662,0.9266139,0.6606256,-0.2807038,-0.7622479,-0.59829146,0.17842217,-0.7754777,-1.3609987,0.7734468,-0.2048607,0.11586158
IND627005AAA,1.1652868,-1.2120473,0.6903392,-1.0872675,-0.26288316,-1.3257071,-1.6533849,-0.35457748,-1.6882263,-0.4683727,1.6853995,1.9810886,-0.5930149,0.27326956,0.31213337,-0.02780721,-0.6090396,0.6109335,-0.22075535,0.8653194,1.1207583,0.85528517,0.9668649,-0.058144473,-0.25624782,0.3051737,-0.06852958,-1.1787761,-1.1102087,-0.64793456,1.355683,1.138514
IND424201AAA,0.56031173,0.02005584,0.9179767,-1.0561117,0.34023386,0.037909187,-0.26785815,0.7084106,-1.1582987,-0.54501146,0.5827922,0.8023404,0.137108,0.13358544,0.6644223,0.24950567,-0.64685327,-0.06230989,1.5893378,0.036390655,0.7381412,-0.28202903,-1.1715994,-1.2850703,0.4604051,-0.72320867,0.23381297,0.37051123,-1.3705026,-0.8913487,0.9783465,-0.9428752
IND573116AAA,1.0033596,0.09203481,-0.35065195,-0.6553364,-0.37848365,-0.8168492,0.5100181,-0.09392974,-1.4373763,0.08823817,0.044905446,-0.40166423,-0.7153126,1.087351,0.89156455,-0.34416512,1.0943154,1.2602763,1.1589851,1.6484642,0.4230793,0.5050167,-0.26211768,-0.5832897,0.5002322,-1.0646043,0.7620675,-0.8690051,-0.6862577,-0.07897383,0.5298672,-0.5267379
IND583227AAA,1.662271,-0.15827468,0.28803584,-0.31940317,-0.70594114,0.44584134,-0.2396,0.25860617,-1.3073848,0.5438872,0.99702847,0.44088048,0.72179484,0.11768217,0.7460939,0.6277868,0.6711854,1.3355273,-0.48182577,1.3875612,-1.0603734,0.18983349,-1.5934058,-1.0542902,0.29536867,-0.93347853,-0.16831183,-0.41948214,-1.7700071,0.27514982,0.75808996,0.53361857
IND403401AAA,0.41622356,1.1403605,0.72952646,-1.3502902,-0.22019643,-0.9111835,-1.4786652,-0.554727,-0.41404685,-1.5082266,-0.07066875,1.5157312,-0.7856911,0.53568095,0.42526224,1.0565215,0.1754864,1.1935358,0.13058358,0.4494058,-0.35872367,1.6915205,-0.61275154,-1.5852729,0.6481369,-0.1316264,0.96028364,-0.8519477,-0.5392596,-0.9600135,-0.41492012,0.9073762
IND302006AAC,1.3112245,0.7545973,0.47502476,-0.07449416,-0.28048074,-1.6730506,-0.61029696,-0.0692371,0.10224235,-0.061031528,0.8764114,2.1214936,0.57193744,0.20720401,0.109409146,-0.1631444,-0.289302,0.13891774,0.22164994,1.2264739,-0.8267561,1.0818605,0.05846919,0.3570319,-0.05219742,-0.43630198,0.034525547,-0.50898117,-1.1387552,-1.2466375,1.0803365,0.29293364
IND799008AAA,1.4695895,-0.86932504,-0.6003412,-1.4561481,0.51405877,-0.9639243,-0.4442901,0.4254008,-0.5033261,-0.46150476,-0.29355723,1.708511,-0.7084385,1.0886045,0.26483592,1.3730212,0.8731638,-0.02332434,0.15577614,0.456949,-0.7161699,0.6180797,-0.83935213,0.047172353,-0.8381823,-0.29546723,0.21478292,-0.17855667,-0.8508309,-0.27067435,0.22423317,-0.105808005
IND403002AAA,0.41925973,1.1799277,0.65938175,-1.3242438,-0.27922615,-0.89356184,-1.4711437,-0.53422487,-0.45661762,-1.4274739,-0.09159162,1.4842975,-0.7550288,0.48995116,0.38976064,1.0736399,0.13007848,1.1568519,0.14228755,0.47228932,-0.35819617,1.6555133,-0.5212357,-1.5775654,0.65674704,-0.04993299,0.914605,-0.8470529,-0.54759026,-0.9682254,-0.40699795,0.86983263
IND821115AAB,0.12279725,-0.60834455,0.92259896,-0.45601976,0.49251965,-0.52279323,-0.06691653,0.10967217,0.3977709,-0.19292124,-0.40900218,0.26811406,-0.3915269,0.54102415,1.1788291,-0.17138734,-0.93116796,0.18350962,-0.12116543,1.9050523,0.9090099,0.33121714,-0.727093,-0.076524556,-0.2769956,-0.9033407,0.24231036,-0.49591127,0.2691432,0.93253386,0.22284669,0.48142898
IND786190AAA,0.9333909,-0.53224105,0.24034092,-1.0218278,-0.2134308,-0.81338716,0.34407777,-0.35353896,-0.5117582,0.3316998,-0.1663505,2.2994952,0.4033295,1.5784819,0.90219814,-0.68065745,1.4170249,-0.50740314,0.54356146,1.5003113,0.31816202,1.2321748,0.74685055,-0.20929171,-0.863802,-0.6564696,0.4420408,-0.43952218,-1.6192676,0.985137,-0.4284836,0.055104
IND203205AAA,0.49912366,-0.9508055,1.3383207,-0.40745515,1.1338551,-0.78437907,-0.85762316,-0.013065394,-0.23815186,-0.4590598,0.28512573,0.9497467,-0.7708405,-0.04519041,-0.42803422,-0.2421493,-0.39493233,-0.18933529,-0.1062924,0.66494995,0.63881826,-0.2526608,-0.20456748,-0.44265378,-1.1445965,-1.267272,-0.558632,-0.6847628,-0.64488035,0.14965379,0.22674103,-0.3689401
IND591307AAC,1.4196593,-0.40828627,0.17681947,-0.5584089,-0.742506,-0.54025644,-0.3177284,-1.1822444,-0.56624156,-0.099102534,0.09539491,0.33044636,0.21325466,0.012117628,0.1567224,-0.28213936,1.6294882,0.92936665,0.06886378,0.9859262,0.9226501,-0.36418703,-1.2375493,-0.5357714,0.6658867,0.3685628,-0.16546766,-0.58349,-1.3200272,-0.16204531,0.32887703,0.80768627
IND395023AAA,-0.124816485,0.12690137,0.87072754,-0.4029382,0.36061436,0.18153799,-0.6013522,-0.12319074,-0.7592475,-0.48059744,-0.13033171,0.36644202,-0.3699653,0.030194534,0.14450936,0.35668308,0.71894675,0.3927376,0.14666615,0.49676788,0.364985,-0.37079746,-0.45189628,-0.8687457,0.5558527,-0.6710233,-0.5547107,0.12280559,-0.8671712,0.5297476,0.009252447,-0.06675058
IND571105AAA,1.5185641,0.71575785,1.3760258,-0.76451737,-0.31387284,0.12942362,-0.7726973,0.2259859,-1.2608552,-0.84604144,1.6959487,-0.2688989,-0.46008432,0.40513504,0.0072807455,-0.4644631,0.6067802,1.1958754,-0.7061147,1.2467692,-0.0458623,1.1518847,-0.28486392,-0.3051946,-0.289222,0.15455961,-0.26124597,-0.14764777,-0.23624259,-1.2366184,0.18859512,0.9368084
IND754103AAA,1.0748276,-0.08022526,1.0458041,-0.44233674,0.6782774,0.80399966,0.12054179,-0.00226092,0.59630466,-0.92976075,0.3008174,0.021800239,0.11154565,0.6168196,0.8013099,-0.04968741,0.80616766,0.04229312,-0.39123237,0.7405659,0.1666497,0.33156082,-1.2747976,-0.12306818,0.7492647,-0.3941091,0.69400716,0.03917487,-0.6106656,-0.18748619,-0.34534758,-0.18398306
IND560099AAA,1.2021906,-0.82949054,0.009687742,-1.1370345,-0.16740893,-0.60886335,-0.03995721,-0.2676022,-1.2707503,1.4059867,1.150482,0.96360165,-0.35103667,0.90563834,0.62840086,-0.015387132,-0.99056226,1.3728498,0.8917062,1.9261668,0.33875325,2.0648894,0.9703813,-0.49529478,-0.92265314,0.26844692,-0.8932216,-0.49310204,-2.0979912,-0.5135303,-0.39796728,0.31862706
IND110095AAB,0.31402972,-0.5883765,0.97736996,0.23829271,0.7951082,-0.24231085,-0.32086232,0.0753866,-0.024024336,-0.4586636,0.67387396,0.29641291,-0.1303656,0.16505748,0.3680834,-0.42561638,-0.830353,0.018855987,-0.18667015,0.40368742,0.12311969,0.22390522,-1.1989872,-0.06916341,-0.055169202,-0.4976493,0.17698911,-0.04698284,-0.3688581,0.4668954,0.11021492,-0.36118484
IND796009AAA,1.2870306,1.0671796,0.5606053,-1.9377031,1.6918563,-1.141757,0.098542646,0.5503126,-0.82073903,0.97325426,1.1869818,0.5555726,0.8938954,0.3316655,0.4854377,1.2596602,-0.9702519,-0.024276128,-0.38230163,0.87376577,0.60270625,2.4771004,-1.0102391,-0.22578225,0.5743268,0.22156282,0.5175613,-1.300544,-0.5692212,-1.3434297,0.0028695457,0.08101749
IND583121AAA,1.0674949,0.3582558,0.5881959,-1.4699764,0.6543601,-0.07217251,0.14778684,-0.7990493,-1.9191687,-0.16224681,0.32697964,1.3210138,0.0374596,0.31919006,0.1579306,-0.25472993,-0.71157616,-0.16358462,-0.054586783,1.5519884,0.2476662,1.7769346,0.8177908,1.2671919,0.58985114,-1.2451324,-0.013390315,-0.79473203,-0.38440815,0.21628305,-0.40044072,-0.8059496
IND625532AAA,2.1757069,1.130049,0.043424733,-0.9037764,-0.03264948,-0.067380905,-1.3823857,-0.90309125,-0.10526346,0.47122213,0.7036209,1.355249,0.12085088,-0.35219362,0.34950736,0.38460556,0.15913245,0.1934734,-0.356635,0.6965131,0.9996233,1.2902671,0.3178071,-0.6589238,-0.9301321,-1.0889257,0.76796716,-0.9890967,-1.3337837,-0.051025074,0.15753604,1.4196459
IND271001AAA,0.6409874,1.2600911,1.6006104,-0.71514595,-0.39459527,-0.33908212,-0.26204672,-0.34651083,-1.2509077,0.27623698,1.7047584,2.1542416,-0.14519984,0.45246625,0.35006878,-0.44477853,0.2359225,-0.057793353,0.87775105,1.0272772,0.5092169,2.60963,0.33514446,-0.8304959,0.037098244,0.5878205,1.1943281,-0.66562396,-0.69760054,-0.41514626,0.67031056,-0.6494464
IND303503AAA,1.2792234,0.72860426,0.48893997,-0.1735093,-0.20650338,-1.967626,-0.7100638,-0.0074449047,0.037340816,-0.085805215,0.8149881,2.2615287,0.5150028,-0.034346048,0.13454065,-0.014855846,-0.17204747,0.2066978,-0.008819712,1.4190028,-0.9051149,0.8952205,-0.023454692,0.30499494,-0.029764133,-0.29030895,-0.00772966,-0.34901434,-1.1600766,-1.5311961,1.0983022,0.31593403
IND577116AAA,1.6237786,0.37122935,0.450325,-0.017440928,-0.57364535,-1.4982659,0.36829525,0.4962258,-1.8966116,-0.12103334,-0.042155396,-0.06982882,-0.6303217,0.92639613,0.57375246,-0.99248004,0.70104873,0.82582825,0.72823054,2.2024584,-0.030681986,0.45991114,-0.32788107,-0.56620425,0.6702507,-0.5843396,0.34705868,-0.8671711,-0.5374208,0.50156504,-0.15716907,-0.6572493
IND262001AAA,0.7322308,0.1752438,1.8691325,-1.290089,-0.256082,-0.9203556,0.16145034,-0.33124518,-0.15898255,0.2101194,-0.4217133,1.0593287,-0.3911082,0.42454308,0.21462765,-0.9481404,0.30263013,0.9680052,-0.24464269,0.07551562,0.7595488,1.71281,-1.8008884,-1.2293402,0.40789524,0.8670478,0.33595407,0.071741015,-0.40234238,-1.2730162,0.85180813,0.70427907
IND854105AAA,-0.027592303,-0.205403,0.65582216,0.37973464,0.6861067,-1.182881,-1.363526,-0.0647177,0.2963057,-0.083347015,0.912257,0.6278127,-0.37310103,0.82534975,0.49586332,-0.76261616,0.28821135,0.53976,0.3624319,2.177592,0.2498931,1.0481089,-1.2317783,0.24559699,-0.44662496,0.22022866,0.5321627,0.17233069,-1.0694561,0.22917634,-0.459233,0.098079875
IND854326AAB,-0.13848142,-0.108506866,0.5290375,0.37464243,0.61472136,-1.4489172,-1.0321668,-0.030814819,0.27595744,-0.341705,0.80178386,0.5649503,-0.32917935,0.6941672,0.19679491,-0.39766902,0.03779305,0.47112867,-0.081128016,1.4333175,0.645459,0.74630153,-1.1130828,-0.11194345,-0.21315873,-0.10684431,0.66437095,0.032637276,-1.2377342,0.022966476,-0.46932364,-0.19869968
IND174101AAB,1.0402876,-0.101493865,1.0661612,-0.47869277,0.873855,-0.53390795,0.8834975,-0.114481196,-0.89382195,-0.3178366,1.0033727,0.28880224,-0.084074385,0.73947144,-0.73610127,0.40614215,0.10677051,0.32531324,0.4320945,0.63740087,1.1644001,0.66964823,-1.0230159,-0.4757428,0.03567723,-0.705346,-0.5068934,-0.48445043,0.7286541,0.04636886,-0.1640639,-0.06511079
IND680307AAA,2.0244565,0.5425076,0.3975889,-0.7595818,0.25156423,-1.0826709,0.2456035,0.13703689,-1.5902728,-0.9468481,-0.22571936,0.08657348,0.7144945,-0.036102727,-0.42867938,1.0917135,0.7198717,0.6688378,-0.009732993,1.4602789,-0.29718232,-0.19308366,-0.11955817,-0.8861865,-0.30527094,-0.7351695,-0.43449974,-0.7368777,-0.1915674,-0.46372366,0.342238,0.5253142
IND743235AAA,1.454014,-0.09543103,0.6929211,0.36479852,0.51669616,0.66779846,0.38049355,-0.08359492,-0.051675405,-0.5112643,-0.2281166,0.9757947,-0.44419286,-0.23377194,0.91235626,0.15465178,0.540009,-0.4553314,0.27634564,0.69069487,0.7230102,-0.10811059,-0.6336403,0.16884771,-0.479061,0.022575866,0.27243283,-0.6647878,-1.0613848,0.0977686,-0.09794817,-0.4654465
IND508207AAB,0.80498785,-0.22474125,0.53074265,-0.042778928,1.1234788,-0.1251633,-0.4642666,-0.6397393,-0.18670534,-0.56742173,0.2744654,0.54119813,-0.75607634,-0.42919776,0.087787956,-0.1373132,0.12682912,-0.6194416,-0.6013975,1.5788261,0.37897962,-0.67663753,-0.40208873,-0.184444,0.8353831,-0.66874087,0.61806655,-0.76720685,-0.6079792,-0.4430016,0.38043895,0.03227658
IND847103AAA,1.0551602,-0.31111187,1.2660724,-0.49939358,0.40677485,-1.4477519,-0.9116535,0.2164491,1.31512,-0.20590489,0.8213071,0.55551046,0.32153812,0.29517063,-0.25523266,0.0834142,-0.22688065,0.7721309,0.59718484,1.0997039,0.8668284,0.6675455,-0.4631568,-1.2003152,0.08000777,0.2794492,0.6852197,-0.07190776,-1.6770405,0.75167066,-0.32743916,0.58671016
IND518002AAA,0.88494176,0.5061755,0.6569811,-0.4289752,0.59506536,0.07194477,0.44674167,-0.71676743,-1.3309292,-0.7090338,0.83850056,0.48725846,0.26438734,0.35759944,0.4131702,-0.43865782,0.6143033,-0.14933603,-0.32112715,1.5838525,0.0322779,0.46491933,0.0867548,0.57734936,0.8704092,-0.7234719,-0.34422272,-0.08074763,0.049204826,-0.024430955,-0.17544124,-0.23176444
IND670643AAA,1.6133196,0.83209497,0.81058246,-0.48110077,0.19584431,-0.7008592,0.09154693,0.25649524,0.28614223,0.8726559,-0.26595753,1.3111678,0.7786373,1.2935419,1.30532,-1.080482,-0.6266745,1.0684832,-0.47773188,1.3492004,-0.23286687,1.4297171,-0.26298243,-1.2724532,0.27866453,-1.0166097,-0.08470409,0.26867223,-0.19781232,-1.394118,0.5247343,-0.86974365
IND244715AAA,1.1126872,-0.7354691,1.0012822,-0.32412785,-0.3149223,-1.546595,0.14228016,0.54114616,0.028495137,-0.8222515,-0.28827238,0.6709166,-1.1856432,0.028864823,-0.312863,-0.51183164,0.34306148,-0.15792488,0.0980938,0.15431643,1.1210506,1.3429688,-1.0638654,-1.0919169,0.37817547,-0.7522099,-0.1783298,-0.047460467,-0.65650564,-0.5305501,1.2335008,0.57843333
IND625531AAA,2.095668,1.2732998,0.20281622,-0.8917621,-0.014337337,-0.060667578,-1.4134763,-0.9694673,-0.208807,0.40301427,0.7060501,1.292496,0.13527294,-0.2738276,0.39677832,0.44494945,0.13913329,0.31652117,-0.38304213,0.565922,1.0717169,1.2770041,0.43000835,-0.66051406,-1.0515813,-1.1114466,0.71720153,-1.0222131,-1.3459141,-0.11959315,0.2401801,1.3910629
IND500039AAC,0.8988654,0.6833983,0.85818267,-0.02251444,0.8049404,0.10554721,0.8027581,-1.4157835,-0.2224671,-0.6417936,-0.07476572,0.9830659,-0.91084737,0.102504976,0.5777726,-0.17769618,0.7466379,0.15060554,-0.5442795,1.1950183,-0.07721709,0.7886289,0.49195433,-0.3265795,0.57639354,-0.8296159,0.41171065,0.10210257,-0.945843,-1.3340535,0.57495105,-0.06511575
IND321606AAA,0.11228626,-0.072685264,0.8655576,-0.33496115,0.57313114,-1.138832,-1.0686615,0.30121592,0.07438094,-1.4006596,-0.03017767,0.15700686,0.93668556,0.32415494,0.08405627,-0.51709026,-0.45898172,-0.5114012,-0.3083239,1.5535312,0.15122579,0.10785717,-1.4155453,-1.0221833,0.13994974,-0.80961853,0.01051819,-0.3413606,0.027459098,-0.34018195,0.4637147,-0.054927204
IND787057AAA,1.0937307,0.5904337,0.24793488,-1.1153482,1.4812807,-0.44549304,-0.6554669,0.058893923,0.4246124,0.28081888,-0.28368583,2.5243552,-1.520377,0.6730193,-0.20738818,-0.1345884,0.9925474,1.4881539,0.748281,0.9856416,0.5801277,0.9931753,0.08394417,-0.23031656,-0.3267863,0.67350656,-0.30535218,-0.7092132,-1.3176769,-0.23122717,0.98374337,0.76470435
IND521105AAA,1.0981892,0.15727198,1.0054834,-0.41620767,0.9354131,-1.0791496,-1.055975,-0.37879828,-0.37053138,0.03317129,0.31435615,0.7275838,0.27002734,-0.17549454,-0.07564338,-0.0347889,-0.5255888,-0.92946553,-0.46135873,1.4248406,0.18782856,-0.85590243,-1.022543,-0.10742139,1.1508662,-0.8773947,1.0407044,-0.38962364,-1.060555,-0.26441395,-0.0996119,0.1701263
IND523226AAA,1.4446387,0.19371262,1.3337148,0.022687867,0.30469206,-0.42834973,1.4805139,-0.15273392,0.024420744,-0.8553707,0.6033981,1.1418678,-0.29477948,-0.11266653,0.61789113,0.712667,-0.36186042,0.5768895,-0.2541148,1.1252984,0.19584128,-0.53669053,-0.16102457,0.1032908,0.86366963,-0.9313381,0.24421014,-0.8873956,-0.31166348,-1.1182008,-0.24281156,0.9999264
IND244221AAA,0.2573331,-0.37031907,1.1458597,-0.437932,0.0030131605,-0.45819244,0.45389247,0.06102474,-0.54957265,0.2921003,-0.1983312,1.2410284,-0.46065852,0.20689993,-0.0770289,-0.31636596,0.2888682,0.34930065,-0.42568478,-0.2762143,0.4804047,1.2365593,-1.7446808,-1.3194884,0.3632951,-0.18999454,-0.06017625,0.067799546,-0.089651056,-0.39121738,0.47112727,0.12847535
