center,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
IND341503AAB,0.47941884,-0.7818026,1.9259566,-1.3300037,0.48134753,-0.60962826,0.10737582,0.6274379,-0.3708583,-0.6726621,-0.28804767,0.0569684,1.1755183,0.16207778,0.2564883,-1.5696137,-0.8641392,0.5520813,0.08094437,2.3957477,-0.56641936,0.2695495,-0.35511282,-0.91837645,0.014919542,-0.17320867,-0.81262165,-0.75856334,-0.48047885,-0.9043251,-0.096229516,1.2526
IND673592AAA,1.1722379,0.31867078,0.5427258,-0.1431795,-0.44345906,-0.0713431,0.5311821,-0.044712577,-0.93400466,-0.71060324,0.55582523,0.30380625,0.34648103,0.5879607,-0.12855782,-0.38835084,0.8938578,0.2924285,0.045849897,1.6255538,-0.34702665,-0.5627557,-1.3723447,-0.35530606,0.39357087,-0.0020002425,-0.5833241,-0.5810664,-0.30186862,-0.71149915,0.508291,-1.0125835
IND852111AAA,-0.21408042,0.11735606,0.85011345,0.48254773,0.6896823,-1.8873992,-1.0914437,-0.0819445,0.23945014,-0.6001988,1.0719876,0.87253237,-0.23595437,0.8608585,0.41425255,-0.3438264,-0.035811216,0.66891664,-0.25073627,1.7454579,0.5716654,0.96547633,-0.8064112,0.1316087,-0.15366496,-0.2701103,0.90784216,-0.30223516,-1.114201,-0.07235921,-0.49854398,-0.46505946
IND152026AAA,0.7763126,-0.98367405,0.6692056,-0.17673469,0.16726401,-0.9105476,0.25246665,-0.22660802,-1.0921729,-0.5164609,0.51488996,0.16906694,-0.114588365,0.8306284,-0.69786674,0.5758972,-0.062998906,0.61073965,0.68986917,0.6703722,1.0703979,1.2892046,-0.9861688,-0.3387191,0.15985084,0.14113912,-1.1789199,-0.40026408,-0.22821714,-0.18749055,-0.43142354,0.3692678
IND841207AAB,0.827881,1.0331072,1.3874322,-1.6190029,0.74562657,-1.2593826,-0.35992715,-0.63658226,-1.9002061,0.6463362,0.70258707,0.6396937,1.0420305,1.120661,0.90695107,-0.19449176,0.38912386,-1.1390047,1.440562,1.4638555,0.43410283,1.4386743,-0.98281026,-0.3861869,-1.0188776,-1.3428782,1.1323347,-0.382771,0.70747244,-0.100447856,1.3326348,0.03435134
IND208012AAA,-0.21376456,-0.37924823,1.4377369,-0.87884164,1.2562828,-0.73344576,0.039206836,0.024653446,-0.15211976,-0.026672674,-0.49632284,0.36583477,-0.772764,0.12204885,1.080143,0.9867807,-0.33248448,0.34540656,0.24570589,1.2645452,0.4964149,0.36921516,-0.2540203,0.04527069,-0.7876246,-0.81124955,0.36286646,0.14290012,-0.47967416,0.28142852,-0.05979218,-0.4062194
IND363421AAB,2.2877815,0.5003069,0.056142725,-1.3023193,0.36160448,-0.62141234,-0.060888596,0.6021411,-1.1316692,-0.6936666,1.5849477,1.2202067,0.56510025,0.8332623,1.0273106,-0.8532629,-1.6455745,-0.65377915,-0.45215252,0.10220037,0.19747384,1.2581195,-0.8680139,-0.39071143,-0.060017966,-0.2753368,-0.23652942,-2.0997298,-0.6194616,-0.061184052,1.4887532,0.7457023
IND411017AAA,1.5878555,1.0357528,1.150561,-0.6582852,-0.13213706,0.8663817,-1.2124083,0.2292079,-0.75016665,-0.26816538,1.9671015,1.6947867,0.2950746,0.73903525,0.026014805,-1.1048877,-0.20998818,-0.16778818,1.7850198,0.35873523,0.9485919,0.8118715,-1.1206093,-0.19811958,0.65216786,0.17171036,-0.4596494,-1.5743282,-1.6763055,-0.94206375,-0.25454327,0.835338
IND462001AAA,0.23858394,-0.5125265,1.0151647,-0.1606855,0.8288432,-0.69222236,0.19725029,0.6772147,-0.97933525,-0.2652519,0.5845028,-0.29869682,0.14454165,0.10601332,1.7190248,0.36373302,-0.09524335,0.6482266,-0.6257002,1.0684296,0.24345037,-0.22708023,-0.20240678,-0.030648183,-0.016011406,-1.1865679,-0.27638084,0.11758201,-0.74034303,-0.20289515,1.0541967,-0.07475959
IND700065AAA,1.1983749,-0.33184415,0.014942777,0.24651583,0.573118,0.3652167,0.23842125,0.26141158,-0.25111783,-0.71307623,-0.33971795,0.8541597,-0.5670224,0.055863068,0.6920441,-0.08227554,0.34232488,-0.13324489,-0.09475143,0.5251758,0.78629863,0.080730535,-0.99884087,-0.16683832,-0.44958195,0.07793743,0.6540544,-0.61853313,-0.83914655,-0.39499307,0.11958777,-0.7954823
IND522647AAA,1.2716393,0.16176142,1.5023384,-0.47301313,-0.07571574,-0.9528151,1.2016791,-0.4102964,0.22712098,-0.70686966,0.22012003,1.127004,0.007793923,-0.2292505,0.37292108,0.9109889,-0.37938848,0.68524516,-0.66457576,1.1395516,0.22099857,-0.9118058,-0.39812297,0.15225513,1.0099868,-0.93770206,0.34128237,-0.8554538,-0.7719544,-1.0696874,-0.07965994,1.1941597
IND470004AAA,-0.08588078,0.45607746,1.314939,-0.1162202,0.9807084,-0.80222017,0.633425,0.55671495,-0.19537102,-0.4506649,0.21595323,-0.6784076,0.23342285,0.24655282,1.2925987,0.2910393,0.47182477,0.6788634,-0.1001918,0.85566485,0.3173293,0.17932767,-0.2786863,-0.6856419,-0.30210724,-0.8271681,0.10925429,-0.33415422,-1.7864562,-0.9197485,1.0930897,-0.3393834
IND731301AAA,1.6313952,-0.708089,-0.060250305,-0.5548329,0.3275057,0.4507238,-0.08987057,-0.70594823,-1.0204488,-1.110672,-0.16217253,0.16976096,0.8264743,0.08434607,0.9094982,-0.018786022,0.3890528,-0.15166023,0.8881328,0.49238372,1.8632915,1.3040991,-0.5226626,0.40818262,-0.7396136,0.042935386,0.12265149,-0.66606236,-1.8507278,-0.2660354,0.25624323,-0.11298508
IND581334AAA,1.609052,-0.060253777,0.5998796,-1.3669443,-0.049711227,-1.4895225,-0.5306158,-0.38466293,-0.72492915,-0.4719894,0.056261938,0.1300275,0.12631305,-0.32342204,0.7958941,-1.2348953,0.63905793,1.6309927,0.8708838,1.3372517,0.5395174,-0.22195446,-0.20104529,-0.081238665,1.355327,0.33740574,0.24442682,-0.0790236,-0.76640195,0.27450314,0.7004099,-0.37062243
IND110083AAA,0.2986165,-0.89975625,1.1874702,-0.5448965,0.44460392,-0.45890963,-1.0056335,-0.67445654,0.55671054,-1.050619,0.4721591,1.166619,0.16801114,0.4522941,-0.27404717,0.95346326,0.35137597,0.55665123,-0.37269083,0.17761669,0.8061026,-0.07588075,-0.6608952,-0.27238485,-0.5328271,-0.7447029,-0.15208368,-0.16326492,-0.7218743,0.6776057,0.7687017,-0.30403355
IND231205AAA,0.51042163,-0.22257727,0.6483706,-2.2699392,0.14015706,-1.1709441,-1.0686036,-1.0436519,-0.074868225,0.061038703,0.13344313,0.36603862,-0.7286674,0.91152596,0.30491233,-0.33293322,0.92302734,0.766296,1.8979169,0.6735439,0.07694912,0.9994578,-0.26300767,-0.66066355,-1.0714728,-0.8338813,1.1160153,0.15851802,-0.89542013,-1.3050531,0.76307493,0.6534355
IND563131AAA,1.7564251,1.566428,0.32021588,-1.2114277,-0.01729895,-0.07870822,0.50597364,-0.5518731,-0.059891146,-0.19016342,0.739422,0.024361815,-0.34722418,-0.22188666,0.6228522,0.11286242,0.54726183,1.0971102,0.3601201,0.5760527,-0.70027417,0.32399875,-1.3721422,-1.3133808,-0.40308958,-0.93318397,-0.4477026,-1.0222414,-0.8374486,0.43331653,0.18805754,0.2859671
IND224122AAA,0.37165695,-1.0075097,0.13087443,-0.7893218,-0.016622748,0.18507957,-0.845132,-0.356874,0.55299747,-0.082980566,0.4305099,1.7735457,-0.1504791,0.3567958,0.056763314,-1.9421264,-0.37886453,1.7520306,0.429426,1.7089487,0.89727545,2.28778,-0.51126486,-0.24729691,0.74529403,-0.7159233,-0.1153602,-0.974578,-1.5376136,-0.8371008,-0.41203836,0.84179157
IND415605AAA,1.0473151,-0.40387893,1.7636213,-1.1446629,-0.49649915,0.46635756,-1.0133228,-0.15617305,-0.96515113,-0.46445587,-0.046755906,-0.078874245,-0.06253666,1.0980747,0.10178759,0.192973,1.3660187,-0.005788097,0.34234107,1.6911829,-0.0001403001,-0.70318824,-0.33834088,-1.2941204,0.32570922,-1.2468143,0.6714634,0.5378068,-0.55693454,-0.2849408,-0.14541985,0.15593714
IND603102AAA,0.3750262,0.22348677,0.39136228,-0.1103349,0.2468387,-0.76623803,0.33400846,0.013305389,-0.5925252,-1.5860318,0.40922165,0.5242156,-0.752271,0.21089192,0.61861587,0.18797229,-0.27054906,0.43266493,0.69683266,0.8458462,-0.55155784,-0.49868336,-0.8968578,0.2723758,0.42849103,-1.8374916,0.040083606,-0.30086723,-0.42269108,-0.2502499,-0.30074853,0.45933473
IND521185AAA,0.8457111,0.15244935,0.46333182,0.45578837,0.96076787,-0.82704496,-0.4571122,-0.9386534,-0.78661615,0.049674723,0.1985663,0.5963688,-0.8834057,-0.11283706,-0.118055984,-0.20351662,-0.21819028,-0.9780587,0.045402475,1.5084311,0.1889469,-0.26275077,-1.1029426,-0.62364256,1.2612221,-0.8772623,0.7079334,-0.72849953,-0.64092606,0.32632047,0.09547168,-0.009033291
IND784110AAA,1.1452336,-0.4427391,0.42432946,-0.86123055,0.35399115,-0.29278865,-0.26172748,0.20682953,-0.048494652,-0.24137034,-0.6644287,1.5502876,-1.1566432,1.5594898,0.27727357,0.28830174,0.8468321,0.050696615,0.15743646,0.551252,0.40533102,0.15325922,0.003062042,-0.90339965,-0.96847785,0.2588961,0.49607205,-0.85589826,-0.29600734,0.01648975,-0.17832386,-0.6108139
IND274304AAA,0.90879077,0.48424703,1.2125219,-1.7595087,0.0016832966,-0.2740444,-0.41529086,0.25399706,-0.94497097,0.27213836,-0.54173076,0.25178963,-0.703849,0.17322652,0.8969377,1.3406216,-0.17836508,1.4117032,-0.46877736,1.3331356,0.11808247,1.7151968,1.1486186,0.109712765,-1.0064645,-1.0933975,0.22782215,0.09319118,-1.2512662,-0.43865252,0.64062506,0.22170182
IND570020AAA,1.7340479,0.3595415,0.851208,-0.40364724,-0.33610544,0.13122009,-0.69613016,0.195848,-0.863941,-1.069685,1.059755,-0.13633041,-0.6000652,0.36855978,0.011772417,-0.5664213,0.9217539,1.0166463,-0.8514788,1.2049396,0.19087628,0.44135928,-0.8339208,-0.21735495,0.12383337,0.22558296,-0.34776446,-0.5076237,0.056042485,-0.7369734,0.0696667,0.40961704
IND571401AAA,1.7150605,-0.22098893,0.71205246,-0.536605,1.4628005,-0.8507991,-1.8180147,-0.038527925,-1.52556,1.0843475,0.53173,1.6370237,-0.24638109,1.071143,0.6336409,0.38893896,-0.2596193,1.7335055,0.18129574,0.16887507,-0.2684944,0.057536513,-0.8358737,-0.075106874,-0.06669525,0.33798212,-0.026490945,-0.8222526,-2.1409829,-2.3847897,-0.13263316,-0.2841785
IND226024AAA,0.6263272,-0.71541315,1.63938,-0.9305736,-1.1383721,0.034217138,-0.8066911,-0.061439816,-0.4190403,0.653822,1.7665813,0.5312939,0.6052953,0.37642232,0.6034588,0.19672553,-0.7410735,-0.4415896,1.4560307,2.4904122,0.360447,0.96872264,-0.24458942,0.018967453,0.70846874,-0.7304159,-0.9277664,-1.532643,-1.0994436,-0.6704035,0.7989273,-0.75864565
IND342005AAD,0.48674148,-1.3408078,1.2294803,-1.1944492,-0.093659796,-0.2572931,-0.9402194,0.10665336,-0.74198186,-0.7288441,-0.51873434,0.9963699,0.7832091,0.12603731,-0.36486188,-1.1086316,-0.37194014,0.76829815,-0.38653696,1.589532,-0.16064097,-0.038187616,-0.66966796,-0.803705,-0.36675665,-0.1795117,0.26620373,-0.6237648,-0.1542522,-0.14750022,-0.21560375,-0.28312126
IND458990AAA,-0.13714516,-0.55261445,0.41219816,-1.9212002,-0.49792346,0.45861167,-0.99635893,0.017796658,-1.0801082,-0.9197001,-0.7553636,1.494739,0.07396605,0.33542255,-0.018974245,-0.607716,-0.18594208,0.23082489,0.387614,1.9303226,-1.444966,0.3800446,-0.84769684,-1.1514273,0.18502782,-0.7446748,-0.056373466,-0.5011454,-1.1189812,0.03937756,0.22245894,0.28608876
IND500032AAA,1.0170825,1.1816978,0.8644191,-1.0055238,0.7611337,0.23270217,0.3354826,-0.82650673,-1.0943362,-1.0979754,0.411271,0.54547334,0.11066759,0.9256369,1.1349621,0.93495446,-0.78357893,-0.7910002,-1.0601988,0.6950166,-0.2247873,-0.39274755,-0.4464272,-0.91504985,0.59978473,-1.1837717,0.328614,-0.061108153,-0.7814408,-1.4744521,0.8534904,0.34230095
IND000000AFG,1.5355383,0.92238086,0.73180467,-0.335961,0.20915888,-0.7863645,0.09364276,0.43425724,0.3990239,0.81519216,-0.2279647,1.3824732,0.6915481,1.3529836,1.2193522,-1.0003532,-0.58125126,1.05334,-0.5592967,1.1620053,-0.1853335,1.422278,-0.35813758,-1.2151449,0.25182053,-1.059379,0.08125931,0.25187838,-0.35879287,-1.2984377,0.55691946,-0.74130017
IND144001AAA,1.7603129,-0.12827507,1.7503258,-0.5746496,-0.21293479,-0.60428125,-0.014243064,0.5510393,-0.40575945,-0.18558194,0.7672398,0.27893525,-0.21007924,1.0670335,-0.38821897,0.4869121,0.042488977,0.49975058,1.180179,0.035969414,0.25631365,1.2888384,-1.001429,-1.0574808,0.5714203,-0.38727534,-1.4972925,-1.1433235,-0.15312399,-0.024117209,-0.7672129,-0.12499844
IND122001AAD,0.26943433,-0.75799936,1.8875753,-0.3649563,0.53034204,-0.6661938,-1.2418156,-1.0110686,-0.18447313,-0.54189855,0.13706039,0.6080461,-0.27854845,1.5300512,0.51781595,-0.8259293,-0.860079,-0.020480582,0.62965757,0.6021226,0.21208034,-0.1235644,-1.8801116,0.7709924,0.055250123,-0.6228861,-0.6086846,-0.6819458,-0.42132464,0.3416547,-0.086436294,-0.10389162
IND414502AAA,0.9901156,-0.09357712,1.2620945,-1.3375794,-0.054489784,-0.049791288,-0.40591228,-0.71463823,-0.87884283,0.058369268,0.312565,-0.13406694,0.15574987,1.8671685,0.18544403,0.6184995,0.8796244,-0.25401852,-0.9086799,1.0486131,1.3679594,0.34280574,-0.13953812,-1.046498,0.33885562,0.7896527,0.10234964,-0.2043436,-1.9371967,0.47661307,0.9277795,0.4654401
IND796081AAA,1.342449,-0.88438237,-0.30112964,-1.2755109,0.3439132,-1.0871787,-0.60130924,0.42383823,-0.3137496,-0.31731603,-0.56219864,2.2415953,-0.9796816,0.9825468,0.66549796,1.24229,0.70100695,0.0045573097,0.38996503,0.45182553,-0.24465032,0.67456764,-0.54737264,0.10459669,-0.78165144,-0.12023861,0.37576225,-0.30443728,-0.8159885,-0.03343483,0.041172147,-0.2188956
IND783370AAB,2.0808713,-0.103482574,0.4078,-0.87174875,-0.08459022,-0.4509743,-1.0217267,0.98227537,-0.11435828,-0.57102156,0.53851604,1.2782131,-1.169261,0.44760215,1.2234739,0.47355935,1.079623,-0.44302356,0.877114,0.5858172,0.29598427,1.5064802,0.30163348,-0.65905976,-0.075649455,0.12203093,-0.30411398,-0.5505232,-0.57025373,-1.2582906,-0.9525594,0.53707415
IND466116AAA,-0.023486853,-0.34106246,0.75176316,0.1026661,0.7916112,-0.69974905,0.52667147,0.25853318,-0.45938462,-0.13561532,0.44427538,0.1270797,-0.044483308,-0.034322582,1.469989,0.2602053,0.5565722,0.7242728,-0.43766934,1.2848961,-0.08100375,-0.15254837,-0.25806478,-0.159514,-0.17768273,-0.8873073,-0.0026232405,-0.03684634,-0.921397,-0.17183241,1.1132334,-0.3636036
IND332713AAA,1.4329156,0.06344689,1.8248756,-1.2255752,1.8707446,-2.0184796,0.6469529,0.6594841,-1.1746286,-0.3781167,0.29039884,1.3567102,1.408955,0.6453781,-0.13121551,0.18155855,0.33791143,0.8417256,1.3694874,0.68627304,0.33009204,1.4015077,0.23701315,0.050158866,-0.5726546,0.8789167,0.43153518,-0.36777502,-1.2189599,-1.7968978,1.0872312,-0.86003304
IND361335AAA,1.7558045,1.2322365,1.7791644,-1.0265889,0.7391094,0.20573264,0.25468487,-0.40838903,0.18623425,-1.3230628,0.50029486,1.0972258,0.37713817,0.7664725,0.27112305,0.12665208,-0.6905724,1.3440593,1.6929411,0.9635465,-0.10244988,0.84083,-0.66096175,0.95143783,-0.33401316,0.8118207,-1.012685,-0.031603325,-1.5426753,-1.0003949,-0.0059467615,-0.07766757
IND415301AAB,1.4368509,0.8833739,-0.22677004,-1.0801897,-0.24985646,-0.2722144,-0.018022917,-0.3924404,-0.57484514,-1.0397395,0.44636723,1.5101377,0.029488796,0.9229741,0.53617066,0.21222636,0.25353038,-0.41003093,-0.66508144,0.7989702,1.2335684,-0.73300827,-0.009233265,-0.2446452,0.91886216,-0.37365806,-0.6278804,-0.12518822,-1.6008767,0.12107835,1.1959714,-1.3006423
IND515865AAB,0.89746326,0.06321395,0.58475524,-2.0780606,-0.04154815,-0.2752142,0.9125732,-0.2932917,-0.3617486,-0.05754253,0.29318562,0.20582949,-0.28378516,-0.93179363,0.16188627,0.7167619,1.1761883,-0.42671648,-0.8061744,1.6423113,0.09162465,0.36324945,-0.8269279,0.3789124,0.47769517,-0.8089701,0.21268554,-0.054714214,-1.0647372,-1.1312306,0.64778066,0.042755987
IND591115AAB,1.2322766,-0.6642136,0.6469105,-0.41413763,-0.5958916,-0.9541931,-0.3144894,-1.2967597,-0.7172932,-0.3536078,0.016984679,0.30976832,-0.027865455,-0.27095205,0.6316794,0.25691548,1.536032,0.7433527,-0.10561133,1.3554915,1.150458,-0.1834314,-0.25827524,-0.54138017,0.6816668,0.16183493,-0.359115,-0.58669424,-1.1292304,0.6258227,0.28764987,0.32855812
IND689645AAA,2.085216,1.057395,0.35843998,-1.2926564,-0.2387835,-1.1250395,-0.36555097,0.9315974,-1.4585164,-1.6267027,-0.15543954,1.0262258,1.1630887,-0.16961268,0.3171729,0.56636953,-0.1621303,0.38232842,0.52925676,1.2036902,0.59050125,0.36526808,0.0085174935,-1.118146,-0.2136895,0.003567701,0.088158205,-0.6678875,-0.11021448,0.38044924,-0.92656726,0.9050867
IND507002AAA,0.74158,1.0346621,1.4861552,-0.42135045,0.9504598,-0.3329429,-0.0015649524,-0.32702038,-0.061623488,0.29317376,0.34560195,1.0387398,-0.8243367,-0.046204053,0.44003585,-0.11454471,0.11098294,-0.958642,-0.16274975,0.99772143,-0.042884823,-0.26884034,-0.35876098,-0.44943056,1.1656058,-0.5168533,0.9173519,-0.5280007,-0.8076704,0.3053158,0.7047878,0.37308374
IND500008AAD,0.33884335,0.30178982,0.47077557,-0.22179024,0.58771604,0.09819489,0.3107399,-0.7469574,-0.3305137,-0.56108624,0.34255996,0.29650477,-0.54827946,0.36802393,0.44444627,0.2004448,0.15914054,-0.3116533,-0.6761127,0.94336885,0.21064468,-0.21263434,0.008171578,0.26023352,0.5739166,-0.76436347,0.5178518,-0.3779761,-0.5510936,-0.7391416,0.40775096,-0.14615475
IND285205AAB,-0.53107005,0.057803143,1.5466598,-1.1591358,1.0386502,-1.1030076,-0.28146425,0.33953997,0.30786487,-0.29703784,-1.2967861,0.8566095,-0.29403296,0.293232,0.9896787,0.3435484,-1.4903308,1.2528108,0.26374647,1.2549225,1.0811093,0.26940444,-0.54832566,0.09093226,-0.76473916,-1.4137788,0.3358306,-0.03852723,-1.3758734,-0.3127413,0.0014918244,-0.20370907
IND388320AAA,-0.336074,0.04959638,1.4941468,-0.277869,-0.20112124,0.22678505,-1.4199601,0.08466182,-0.37778836,-0.84590846,-0.085360214,0.38688946,-0.67131555,0.32425082,0.26916435,0.078898236,-0.03952534,0.5924616,0.60604656,0.88254446,0.4205354,0.45463789,-0.8563662,-1.0303217,0.02462784,-0.4950105,-0.6452096,-0.596154,-1.1713946,0.9585252,1.1432005,0.6510854
IND263153AAB,0.78605986,-0.39324507,1.0228117,-0.09609916,-0.09695156,-1.565531,0.0828779,0.79877293,-0.21578155,-0.70965517,-0.116561,0.8098692,-0.7844289,0.15137486,-0.13777792,-0.35854515,0.17877007,-0.1569538,-0.08909688,-0.12188758,1.0347687,1.4166158,-0.866179,-1.3320926,0.24526174,-0.8574091,-0.058626037,0.020015517,-0.41874912,-0.24000196,1.0236512,0.36399767
IND494334AAB,1.1546011,0.072464086,0.82695156,-0.9498605,0.14516868,-0.6254598,-0.08619849,-0.13254884,-0.608306,-0.15979515,0.15562375,1.1491852,0.037365843,0.6475193,0.5835418,0.048936613,-0.1272172,0.43835765,0.43989375,1.3154823,0.35753107,0.85013855,-0.6375762,-0.46810785,-0.11512066,-0.4739476,0.008784293,-0.66889286,-1.0495759,-0.42642,0.30375186,0.25185817
IND410501AAF,0.6270568,-0.066135004,0.83773047,-0.4904054,-0.107211314,-0.17011805,-0.11331105,-0.58831185,-0.17593202,-0.46982574,-0.06548471,0.026423017,0.1541095,0.42293245,-0.08019153,0.3129165,0.31801346,0.27910256,-0.14282337,0.7893177,1.0355556,-0.4905194,-0.030926803,-0.8964303,1.5154973,-0.45287645,0.294747,0.13716894,-1.3471868,0.023626268,0.0918007,0.14160855
IND203390AAA,0.60116464,-0.51673335,1.2766094,-0.70543426,1.117837,-1.114961,-0.783194,0.061343092,0.020735936,-0.32975104,0.70392424,0.8225337,-1.0157655,-0.21154639,-0.43686056,-0.22451156,-0.48344907,-0.5749679,0.07810555,0.83243304,0.5888754,0.3066945,-0.22257082,-0.5893854,-1.0261984,-1.9267114,-0.8998523,-1.0088549,-0.29259974,-0.14238285,0.3947746,-0.43233126
IND787001AAA,0.94002366,0.7836414,0.22384377,-1.2457122,1.488061,-0.45492423,-0.50577104,-0.08316261,0.36992386,0.41935128,-0.13932198,2.4431996,-1.4751108,0.5818358,-0.20940384,-0.25730142,0.8429815,1.6103828,0.7661744,1.1648359,0.52825445,0.9409101,0.13874426,-0.29073066,-0.36912063,0.8317651,-0.3053581,-0.7510332,-1.4306493,-0.38510284,1.144642,0.8584673
IND786001AAB,0.56089234,-0.19449182,0.5041533,-1.0628879,0.038156252,-0.7608067,0.0665553,0.2418386,-0.06325146,0.08763787,-0.050510425,2.1621008,0.15299462,1.5472494,0.52969843,-0.7417748,1.6520414,-0.19776542,0.6285447,0.8867869,0.49132305,1.1485212,0.810335,-0.1391523,-0.77796185,-0.5655791,0.42583704,-1.077092,-1.5475376,0.793869,-0.18686989,0.2562851
IND602001AAB,0.91023487,1.1298603,0.44599065,-1.2311246,0.111397505,-0.82834995,-0.2531739,-0.106262065,-1.1369523,-0.47714752,-0.18135656,0.75992113,-0.24271123,0.7880754,1.664226,0.55685794,-0.65917337,-0.0378435,0.77882993,1.4293408,-0.9922265,2.2787056,-0.5396773,0.7216055,-1.6156793,0.052192807,-0.4649202,-1.1678917,-0.8857128,-1.1424718,-0.102766424,1.0869734
IND173025AAA,0.74513876,-0.48836908,0.9432469,-0.31468537,1.0605669,-0.9646241,0.4546411,-0.33369765,-0.6443079,-0.12528196,0.7110705,-0.09135506,-0.6761303,0.7353766,-0.8536871,0.024574794,0.77504134,0.319696,0.9259264,0.5292535,0.8838884,0.7264765,-1.2612927,-0.14156047,-0.3153612,-0.70214784,-1.0359079,-0.50395316,-0.038146768,-0.21487273,0.19707288,0.20064951
IND415408AAC,0.80650556,0.36837584,1.3845296,-1.030206,-0.09744016,0.012317952,-0.8505214,-0.22659612,-1.2431102,-0.0012966578,-0.08830338,0.14729342,-0.44845572,0.47778502,0.18010198,0.26008683,1.2546138,0.097700134,0.39492,1.2599854,0.12757649,-1.287441,-0.34238368,-1.1756049,0.32187998,-0.71928656,-0.26225066,-0.18190272,-0.4295676,-0.20788504,0.06297204,0.036806602
IND756032AAA,1.7630304,-1.0807158,0.56246245,0.10909277,0.3196653,0.047725275,-0.025154656,-0.2411387,0.013729395,-0.20909469,-0.49242258,0.48564255,-0.24295487,-0.4292482,1.0636841,0.1152012,0.26460359,0.2761434,0.2607467,0.28999916,0.6975457,-0.088525884,-0.89786845,-0.38752198,-0.5263267,-0.0947547,0.43150908,-1.2528685,-0.29926154,-0.7193909,0.32354304,-0.75467664
IND465333AAA,0.4592479,-0.3382871,0.97390723,0.19615409,0.680433,-0.55937874,-0.27960572,0.24132705,-0.4689388,-0.11875658,-0.06707884,-0.066913664,-0.052512053,-0.17862083,1.9515246,0.21573752,0.4290286,0.8699361,-0.58676654,1.473602,-0.0017273398,-0.43372485,-0.1479234,-0.16801499,-0.34056953,-0.5711446,-0.5158046,0.1166329,-0.7523401,-0.68645775,0.87184,-0.35108647
IND814101AAB,0.2132085,-0.27684745,1.2691272,-0.8600412,0.53370667,0.04759491,-0.1763607,-0.19633709,-0.2020619,0.17235501,-0.44021228,1.1643938,-0.30885687,-0.53979665,1.4484452,0.10597803,-0.25834444,0.053014748,0.22127321,1.3886269,1.0188358,0.16670772,-0.7693848,0.32153273,-1.3399484,0.08517805,0.97135997,0.034835685,-1.1422446,-0.47697744,0.4108352,-0.7892136
IND400072AAJ,0.015146179,-0.127268,0.040087912,-0.6956054,0.62328255,-0.14324719,0.023468971,0.25228745,-0.76757,-0.5284362,-0.5253771,0.9484481,-0.53820854,-0.44769064,1.1047267,-0.12685716,-0.07139164,0.44946244,-0.59716827,0.42510852,0.8996956,-0.53198594,-0.6747961,-1.4306413,0.36277315,-0.20828809,0.06901036,0.0485707,-0.91407883,-0.3699402,0.4962348,-0.13851638
IND360003AAA,1.2960379,-0.116477914,-0.47668687,-0.48800832,0.60270166,0.03857038,-1.0707808,0.048259374,-1.0558022,0.29257083,-0.527905,0.6179734,0.54298896,0.9614094,0.94768727,0.48957184,-1.4649255,1.3682902,0.55809253,1.0020096,-0.3101864,0.39017347,-0.6996339,-1.475581,0.61457807,-0.71573275,0.050165534,-1.6363287,-1.9234906,-0.9834262,0.22884324,1.7064711
IND151302AAA,0.789816,-0.5038112,0.51751935,-0.070777595,-0.20545371,-0.5936477,0.052476544,-0.24678345,-1.2762042,-0.14339143,0.38077512,0.9233061,-0.16178726,0.82812935,-1.3114336,0.2927337,-0.38189182,0.39142948,0.60290545,1.212071,0.93340987,1.4714612,-1.5197215,0.3461001,-0.35746938,-0.21247259,-1.2075721,-0.16027735,-0.28435948,-0.7198529,-0.3093335,0.5647947
IND124103AAA,-0.03456765,-0.2850965,1.4645765,0.18241747,0.25054258,-0.6121402,0.1623217,-0.32324392,-0.19795913,-1.0144789,0.48595846,0.37898368,-0.0051227887,-0.076872796,-0.31475192,0.055390038,-0.6352562,0.06337258,-0.5875965,0.95899916,0.5753423,0.27675858,-0.7503134,-0.12923184,0.11426604,-0.64086163,0.109431654,0.3545698,-0.64968705,0.6313125,0.2640482,-0.16311662
IND686141AAA,1.835673,1.1618904,0.34787768,-1.0203638,0.4406536,-1.6719038,0.70665354,0.15767384,-0.45712328,-0.9948686,-0.8257398,0.49013638,0.30280036,0.70151913,-0.5653655,0.8915476,0.256082,0.2857162,-0.520912,1.3333359,-0.58883935,0.66802174,-0.15764703,-0.903492,-0.13147382,-0.017284967,-0.6887055,-0.2604221,-0.8985495,-0.5298922,0.37061933,0.35868105
IND689101AAA,2.2193394,0.9784076,0.44792444,-1.303635,0.42426318,-1.5509799,0.3834025,-0.2680213,-0.3695798,-0.5484685,-0.8588401,0.40393817,0.87889415,0.9651822,-0.4720151,1.4550029,0.1081746,0.42850122,-0.3562416,1.5435256,-0.3820329,1.0047263,0.34092563,-0.8643742,0.17124017,0.06624413,-0.6732689,-0.18172859,-0.9110939,-0.45868167,0.42815903,0.60256624
